externalId,name,supplierSku,brand,manufacturer,unit,priceMinor,currency,quantityOnHand,category,sourceUrl,sourceUpdatedAt
nordstom-036,Аппликаторы стоматологические,,,Interdent,уп,,,Расходные материалы,https://nordstom.kz/,2026-07-17
nordstom-037,Ватные валики стоматологические,,,Interdent,уп,,,Расходные материалы,https://nordstom.kz/,2026-07-17
nordstom-038,Матрицы контурные полоски,,,Interdent,уп,,,Терапия,https://nordstom.kz/,2026-07-17
nordstom-039,Клинья стоматологические,,,Interdent,уп,,,Терапия,https://nordstom.kz/,2026-07-17
nordstom-040,Клампы для коффердама,,,Interdent,шт,,,Терапия,https://nordstom.kz/,2026-07-17
nordstom-041,Слюноотсосы стоматологические,,,Interdent,уп,,,Расходные материалы,https://nordstom.kz/,2026-07-17
nordstom-042,Дезинфицирующие салфетки,,,Interdent,уп,,,Дезинфекция и стерилизация,https://nordstom.kz/,2026-07-17
nordstom-043,Пакеты для стерилизации,,,Interdent,уп,,,Дезинфекция и стерилизация,https://nordstom.kz/,2026-07-17
nordstom-044,Ручные эндодонтические инструменты,,,VDW,уп,,,Эндодонтия,https://nordstom.kz/,2026-07-17
nordstom-045,Анестетик стоматологический,,,Medexim,уп,,,Анестезия,https://nordstom.kz/,2026-07-17
nordstom-046,Адгезив стоматологический,,,Tokuyama Dental,шт,,,Адгезивы и праймеры,https://nordstom.kz/,2026-07-17
nordstom-047,Стоматологические перчатки,,,KristiDent,уп,,,Перчатки и бахилы,https://nordstom.kz/,2026-07-17
nordstom-048,Ультразвуковой скалер,,,Soco,шт,,,Оборудование,https://nordstom.kz/,2026-07-17
nordstom-049,Компрессор стоматологический,,,Coral,шт,,,Оборудование,https://nordstom.kz/,2026-07-17
nordstom-050,Лампа полимеризационная стоматологическая,,,Woodpecker,шт,,,Оборудование,https://nordstom.kz/,2026-07-17
